,question,image_file,agentType,a_in_b
258,What is the height for a person who lies outside the others the most?,item29.png,llava-hf/llava-1.5-7b-hf,0.0
259,What is the height for the tallest person among the 85 males?,item27.png,GPT-4V,0.0
260,What is the height for the tallest person among the 85 males?,item27.png,Human/Math-2-1,0.8039647577092511
261,What is the height for the tallest person among the 85 males?,item27.png,Human/Math-3,0.8670886075949367
262,What is the height for the tallest person among the 85 males?,item27.png,Salesforce/blip2-flan-t5-xl,0.0
263,What is the height for the tallest person among the 85 males?,item27.png,Salesforce/blip2-flan-t5-xxl,1.0
264,What is the height for the tallest person among the 85 males?,item27.png,Salesforce/blip2-opt-2.7b,0.0
265,What is the height for the tallest person among the 85 males?,item27.png,llava-hf/llava-1.5-7b-hf,1.0
266,What is the range in weight for the 85 males?,item28.png,GPT-4V,0.0
267,What is the range in weight for the 85 males?,item28.png,Human/Math-2-1,0.7555066079295154
268,What is the range in weight for the 85 males?,item28.png,Human/Math-3,0.7816455696202531
269,What is the range in weight for the 85 males?,item28.png,Salesforce/blip2-flan-t5-xl,0.0
270,What is the range in weight for the 85 males?,item28.png,Salesforce/blip2-flan-t5-xxl,0.0
271,What is the range in weight for the 85 males?,item28.png,Salesforce/blip2-opt-2.7b,0.0
272,What is the range in weight for the 85 males?,item28.png,llava-hf/llava-1.5-7b-hf,0.0
273,What is the range of the average internet speed in Asia?,item8.png,GPT-4V,1.0
274,What is the range of the average internet speed in Asia?,item8.png,Human/Math-2-1,0.7290748898678414
275,What is the range of the average internet speed in Asia?,item8.png,Human/Math-3,0.7848101265822784
276,What is the range of the average internet speed in Asia?,item8.png,Salesforce/blip2-flan-t5-xl,0.0
277,What is the range of the average internet speed in Asia?,item8.png,Salesforce/blip2-flan-t5-xxl,0.0
278,What is the range of the average internet speed in Asia?,item8.png,llava-hf/llava-1.5-7b-hf,0.0
279,What is the range of the total length of the metro systems?,item49.png,GPT-4V,1.0
280,What is the range of the total length of the metro systems?,item49.png,Human/Math-2-1,0.6850220264317181
281,What is the range of the total length of the metro systems?,item49.png,Human/Math-3,0.7531645569620253
282,What is the range of the total length of the metro systems?,item49.png,Salesforce/blip2-flan-t5-xl,0.0
283,What is the range of the total length of the metro systems?,item49.png,Salesforce/blip2-flan-t5-xxl,0.0
284,What is the range of the total length of the metro systems?,item49.png,Salesforce/blip2-opt-2.7b,0.0
285,What is the range of the total length of the metro systems?,item49.png,llava-hf/llava-1.5-7b-hf,0.0
286,What is the rating that the people have rated the taxi the most?,item23.png,GPT-4V,1.0
287,What is the rating that the people have rated the taxi the most?,item23.png,Human/Math-2-1,0.9427312775330396
288,What is the rating that the people have rated the taxi the most?,item23.png,Human/Math-3,0.9477848101265823
289,What is the rating that the people have rated the taxi the most?,item23.png,Salesforce/blip2-flan-t5-xl,0.0
290,What is the rating that the people have rated the taxi the most?,item23.png,Salesforce/blip2-flan-t5-xxl,0.0
291,What is the rating that the people have rated the taxi the most?,item23.png,Salesforce/blip2-opt-2.7b,0.0
292,What is the rating that the people have rated the taxi the most?,item23.png,llava-hf/llava-1.5-7b-hf,0.0
293,What is the total length of the metro system in Beijing?,item47.png,GPT-4V,1.0
294,What is the total length of the metro system in Beijing?,item47.png,Human/Math-2-1,0.8546255506607929
295,What is the total length of the metro system in Beijing?,item47.png,Human/Math-3,0.8465189873417721
296,What is the total length of the metro system in Beijing?,item47.png,Salesforce/blip2-flan-t5-xl,1.0
297,What is the total length of the metro system in Beijing?,item47.png,Salesforce/blip2-flan-t5-xxl,0.0
298,What is the total length of the metro system in Beijing?,item47.png,Salesforce/blip2-opt-2.7b,0.4
299,What is the total length of the metro system in Beijing?,item47.png,llava-hf/llava-1.5-7b-hf,0.0
300,What is the weight for the person who is 165.1 cm tall?,item26.png,GPT-4V,0.0
301,What is the weight for the person who is 165.1 cm tall?,item26.png,Human/Math-2-1,0.8281938325991189
302,What is the weight for the person who is 165.1 cm tall?,item26.png,Human/Math-3,0.8544303797468354
303,What is the weight for the person who is 165.1 cm tall?,item26.png,Salesforce/blip2-flan-t5-xl,0.5
304,What is the weight for the person who is 165.1 cm tall?,item26.png,Salesforce/blip2-flan-t5-xxl,0.0
305,What is the weight for the person who is 165.1 cm tall?,item26.png,Salesforce/blip2-opt-2.7b,0.0
306,What is the weight for the person who is 165.1 cm tall?,item26.png,llava-hf/llava-1.5-7b-hf,0.7
307,What was the average price of a pound of coffee beans in September 2013?,item35.png,GPT-4V,1.0
308,What was the average price of a pound of coffee beans in September 2013?,item35.png,Human/Math-2-1,0.7224669603524229
309,What was the average price of a pound of coffee beans in September 2013?,item35.png,Human/Math-3,0.7515822784810127
310,What was the average price of a pound of coffee beans in September 2013?,item35.png,Salesforce/blip2-flan-t5-xl,1.0
311,What was the average price of a pound of coffee beans in September 2013?,item35.png,Salesforce/blip2-flan-t5-xxl,0.0
312,What was the average price of a pound of coffee beans in September 2013?,item35.png,Salesforce/blip2-opt-2.7b,0.5
313,What was the average price of a pound of coffee beans in September 2013?,item35.png,llava-hf/llava-1.5-7b-hf,0.0
314,What was the number of girls named 'Amelia' in 2010 in the UK?,item40.png,GPT-4V,1.0
315,What was the number of girls named 'Amelia' in 2010 in the UK?,item40.png,Human/Math-2-1,0.21365638766519823
316,What was the number of girls named 'Amelia' in 2010 in the UK?,item40.png,Human/Math-3,0.2848101265822785
317,What was the number of girls named 'Amelia' in 2010 in the UK?,item40.png,Salesforce/blip2-flan-t5-xl,0.0
318,What was the number of girls named 'Amelia' in 2010 in the UK?,item40.png,Salesforce/blip2-flan-t5-xxl,0.0
319,What was the number of girls named 'Amelia' in 2010 in the UK?,item40.png,Salesforce/blip2-opt-2.7b,0.0
320,What was the number of girls named 'Amelia' in 2010 in the UK?,item40.png,llava-hf/llava-1.5-7b-hf,0.0
321,What was the price of a barrel of oil in February 2015?,item1.png,GPT-4V,1.0
322,What was the price of a barrel of oil in February 2015?,item1.png,Human/Math-2-1,0.8612334801762115
323,What was the price of a barrel of oil in February 2015?,item1.png,Human/Math-3,0.8876582278481012
324,What was the price of a barrel of oil in February 2015?,item1.png,Salesforce/blip2-flan-t5-xl,1.0
325,What was the price of a barrel of oil in February 2015?,item1.png,Salesforce/blip2-flan-t5-xxl,0.0
326,What was the price of a barrel of oil in February 2015?,item1.png,Salesforce/blip2-opt-2.7b,0.0
327,What was the price of a barrel of oil in February 2015?,item1.png,llava-hf/llava-1.5-7b-hf,1.0
328,What was the price range of a barrel of oil in 2015?,item3.png,GPT-4V,1.0
329,What was the price range of a barrel of oil in 2015?,item3.png,Human/Math-2-1,0.724669603524229
330,What was the price range of a barrel of oil in 2015?,item3.png,Human/Math-3,0.7879746835443038
331,What was the price range of a barrel of oil in 2015?,item3.png,Salesforce/blip2-flan-t5-xl,0.0
332,What was the price range of a barrel of oil in 2015?,item3.png,Salesforce/blip2-flan-t5-xxl,1.0
333,What was the price range of a barrel of oil in 2015?,item3.png,Salesforce/blip2-opt-2.7b,0.0
334,What was the price range of a barrel of oil in 2015?,item3.png,llava-hf/llava-1.5-7b-hf,1.0
335,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,item37.png,GPT-4V,0.2
336,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,item37.png,Human/Math-2-1,0.30616740088105726
337,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,item37.png,Human/Math-3,0.3623417721518987
338,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,item37.png,Salesforce/blip2-flan-t5-xl,1.0
339,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,item37.png,Salesforce/blip2-opt-2.7b,0.0
340,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,item37.png,llava-hf/llava-1.5-7b-hf,0.0
341,What was the unemployment rate for Indiana (IN) in 2015?,item55.png,Human/Math-2-1,0.3590308370044053
342,What was the unemployment rate for Indiana (IN) in 2015?,item55.png,Human/Math-3,0.37341772151898733
343,What was the unemployment rate for Indiana (IN) in 2015?,item55.png,Salesforce/blip2-flan-t5-xl,0.0
344,What was the unemployment rate for Indiana (IN) in 2015?,item55.png,Salesforce/blip2-flan-t5-xxl,1.0
345,What was the unemployment rate for Indiana (IN) in 2015?,item55.png,llava-hf/llava-1.5-7b-hf,0.4
346,When was the average price of a pound of coffee beans at minimum?,item36.png,GPT-4V,0.0
347,When was the average price of a pound of coffee beans at minimum?,item36.png,Human/Math-2-1,0.3744493392070485
348,When was the average price of a pound of coffee beans at minimum?,item36.png,Human/Math-3,0.34810126582278483
349,When was the average price of a pound of coffee beans at minimum?,item36.png,Salesforce/blip2-flan-t5-xl,0.0
350,When was the average price of a pound of coffee beans at minimum?,item36.png,Salesforce/blip2-flan-t5-xxl,0.0
351,When was the average price of a pound of coffee beans at minimum?,item36.png,Salesforce/blip2-opt-2.7b,0.6
352,When was the average price of a pound of coffee beans at minimum?,item36.png,llava-hf/llava-1.5-7b-hf,0.8
353,Which city's metro system does lie outside the relationship between the total system length and the number of stations most?,item50.png,GPT-4V,1.0
354,Which city's metro system does lie outside the relationship between the total system length and the number of stations most?,item50.png,Human/Math-2-1,0.7004405286343612
355,Which city's metro system does lie outside the relationship between the total system length and the number of stations most?,item50.png,Human/Math-3,0.759493670886076
356,Which city's metro system does lie outside the relationship between the total system length and the number of stations most?,item50.png,Salesforce/blip2-flan-t5-xl,0.0
357,Which city's metro system does lie outside the relationship between the total system length and the number of stations most?,item50.png,Salesforce/blip2-flan-t5-xxl,0.0
358,Which city's metro system does lie outside the relationship between the total system length and the number of stations most?,item50.png,Salesforce/blip2-opt-2.7b,0.0
359,Which city's metro system does lie outside the relationship between the total system length and the number of stations most?,item50.png,llava-hf/llava-1.5-7b-hf,0.0
360,Which city's metro system has the largest number of stations?,item48.png,GPT-4V,1.0
361,Which city's metro system has the largest number of stations?,item48.png,Human/Math-2-1,0.7577092511013216
362,Which city's metro system has the largest number of stations?,item48.png,Human/Math-3,0.819620253164557
363,Which city's metro system has the largest number of stations?,item48.png,Salesforce/blip2-flan-t5-xl,0.0
364,Which city's metro system has the largest number of stations?,item48.png,Salesforce/blip2-flan-t5-xxl,0.0
365,Which city's metro system has the largest number of stations?,item48.png,Salesforce/blip2-opt-2.7b,0.0
366,Which city's metro system has the largest number of stations?,item48.png,llava-hf/llava-1.5-7b-hf,0.0
